C918110_1_TIGR00005:2:638:-	466	48.0	48.8977987421	7.93094775304
scaffold14383_1_TIGR03992:2183:2921:-	606	54.0	54.1598915989	5.72437530364
scaffold13887_16_TIGR01316:4:376:+	74	12.0	12.0215053763	3.03289667644
scaffold13887_14_TIGR01316:655:1435:+	195	14.0	16.1717948718	8.47522630264
scaffold34500_2_TIGR02214:2:638:-	100	10.0	10.7798742138	3.57075437081
scaffold37551_1_TIGR03992:194:1019:-	365	25.0	27.5818181818	12.0658158384
scaffold3834_11_TIGR02214:4:505:+	72	9.0	9.27944111776	3.12253998775
scaffold3834_10_TIGR02214:4:529:+	74	10.0	9.87213740458	3.26747597517
scaffold2626_11_TIGR00914:2821:3979:-	301	16.0	17.4343696028	7.47526214383
scaffold9464_4_TIGR00698:3153:4080:-	214	16.0	15.9676375405	3.09033869214
scaffold9464_7_TIGR02627:1550:2123:-	109	11.0	11.9197207679	3.56449114597
scaffold30306_2_TIGR03992:44:236:-	52	13.0	12.6875	2.40794042354
scaffold2624_13_TIGR02214:3:561:-	131	14.0	15.4695340502	4.70205134805
scaffold2624_12_TIGR02214:1279:2377:-	218	14.0	13.5646630237	4.04211762177
scaffold2624_14_TIGR02214:2:854:-	170	14.0	14.029342723	3.21277278338
scaffold455_2_TIGR02712:36663:38052:-	644	32.0	36.6702663787	15.344401943
scaffold455_2_TIGR00741:221:515:-	302	31.0	47.387755102	28.6693438822
scaffold46448_3_TIGR00005:5:722:+	249	17.0	21.220362622	13.4005548869
scaffold11525_9_TIGR03992:421:1600:-	568	21.0	27.9906700594	21.484809265
scaffold44742_1_TIGR00092:122:530:+	108	13.0	15.5098039216	7.23654274788
scaffold1045_28_TIGR00914:5:602:-	239	12.0	21.9614740369	20.1287361734
scaffold1045_27_TIGR00914:1454:3179:-	544	11.0	19.9171014493	19.9662199583
scaffold23651_1_TIGR02627:198:1074:+	127	9.0	9.600456621	3.15073373663
scaffold4538_20_TIGR00880:9446:9869:-	197	40.0	40.1938534279	6.36258716334
scaffold4538_20_TIGR02214:13912:15586:+	848	48.0	47.0203106332	9.42445627125
scaffold707_3_TIGR03992:4933:5695:+	712	60.0	61.0748031496	9.42526455002
scaffold9902_3_TIGR00005:3051:3807:+	840	69.0	72.7645502646	13.2752748827
scaffold4758_16_TIGR02627:201:510:-	61	13.0	13.427184466	2.89604777585
scaffold8277_1_TIGR01962:17921:18161:+	384	95.0	97.6041666667	9.64568034436
scaffold8277_1_TIGR01957:16116:16548:+	550	88.0	87.5277777778	13.4506700462
C940116_1_TIGR00914:267:1086:+	763	83.0	84.0280830281	8.05751259806
C917566_1_TIGR01316:9:522:+	330	37.0	38.9512670565	7.25983659867
C932308_1_TIGR00152:534:966:+	106	15.0	16.0185185185	3.79078190283
scaffold424_1_TIGR02195:13130:13643:+	388	41.0	44.2124756335	12.3515623272
scaffold29243_8_TIGR00741:1308:1602:-	78	15.0	14.4693877551	2.51608734815
scaffold29243_4_TIGR02214:3036:3528:-	93	13.0	12.7276422764	2.57864276436
scaffold20815_9_TIGR00880:169:586:+	122	17.0	17.4868105516	4.16626207859
scaffold20815_2_TIGR00880:1901:2321:+	209	29.0	28.4095238095	5.59667458764
scaffold9965_5_TIGR00090:306:579:+	55	11.0	11.6373626374	5.14518121621
scaffold35688_1_TIGR00880:255:669:-	238	35.0	35.6739130435	8.50305120866
scaffold282_5_TIGR00005:10571:11423:+	626	48.0	49.1572769953	10.466295384
scaffold9739_3_TIGR00914:146:2762:-	1197	30.0	31.3868501529	10.4659143055
scaffold18030_3_TIGR03906:833:1217:+	59	9.0	9.21875	3.71498408756
scaffold13789_6_TIGR00087:541:1228:-	101	10.0	9.99563318777	1.8624407221
scaffold34000_6_TIGR00880:6166:6586:+	123	16.0	17.569047619	4.424229182
scaffold2701_7_TIGR00092:518:887:-	72	11.0	11.6829268293	3.16309273676
scaffold13510_4_TIGR00090:3021:3150:-	249	122.0	120.007751938	13.2504182318
scaffold13510_3_TIGR00087:1479:2184:+	734	69.0	69.5546099291	6.02761346958
scaffold12058_1_TIGR00152:5:197:+	58	16.0	16.734375	3.45917644718
scaffold12058_5_TIGR00880:4:301:+	84	15.0	16.8922558923	4.89573173152
scaffold22506_5_TIGR01800:476:1025:-	83	10.0	10.1803278689	3.03145247067
scaffold48088_1_TIGR01900:94:1255:-	741	44.0	43.6477174849	5.57193320718
scaffold3098_38_TIGR00005:666:1653:+	168	11.0	11.7649442756	3.13095909184
scaffold15248_2_TIGR02214:3:1599:+	741	32.0	32.6723057644	7.45124570815
scaffold6798_19_TIGR02627:1:589:-	109	12.0	11.5782312925	2.87772389761
scaffold8209_2_TIGR03992:256:700:-	62	9.0	9.18018018018	3.00884042253
