scaffold58846_2_TIGR00698:4:628:+	92	9.0	11.0208333333	5.49252539393
scaffold32296_2_TIGR01316:1510:2479:+	172	14.0	13.6253869969	3.56786128348
scaffold42421_4_TIGR00152:6350:6917:-	81	10.0	10.5061728395	2.1576852493
scaffold51437_6_TIGR01020:13164:13362:+	32	10.0	9.66666666667	3.16547026841
scaffold41991_1_TIGR00005:3:516:-	250	46.0	42.3547758285	11.2259646472
scaffold58716_1_TIGR00005:7067:7841:-	397	37.0	37.2622739018	6.33310468762
scaffold25463_2_TIGR00914:1:1021:-	175	11.0	12.3892156863	6.8652636135
scaffold55013_1_TIGR00914:5:824:-	1374	195.0	194.866910867	24.6072567715
scaffold17811_4_TIGR01800:1186:2413:+	218	13.0	13.4947025265	4.83945307706
scaffold27971_3_TIGR02214:2852:4175:+	432	23.0	24.6621315193	9.7909352615
scaffold14301_5_TIGR00005:678:1335:-	114	13.0	13.2480974125	3.15952333499
scaffold56275_1_TIGR00090:1475:1760:-	537	159.0	167.273684211	28.3661926671
scaffold37012_3_TIGR02214:109:946:-	89	8.0	8.32377538829	2.97083732244
scaffold37012_6_TIGR00092:793:1888:-	289	13.0	18.6867579909	13.6063897825
scaffold37012_4_TIGR02214:11:1832:-	199	9.0	9.39264140582	3.28712575266
scaffold51889_3_TIGR01316:21:1143:-	348	25.0	24.8743315508	5.27119106206
scaffold22536_2_TIGR03992:2731:3136:-	150	28.0	28.987654321	6.81627288034
scaffold22536_3_TIGR03992:1:469:-	182	30.0	30.547008547	4.29668074334
scaffold17758_1_TIGR02214:5:494:+	31	5.0	5.51124744376	2.13366632389
scaffold272_7_TIGR02214:10536:10737:+	92	40.0	40.1293532338	2.52611909679
scaffold272_1_TIGR03239:6238:6988:-	232	24.0	23.1706666667	5.49910958449
scaffold3461_32_TIGR03906:2049:2346:+	77	14.0	16.1313131313	8.47890604799
scaffold36088_1_TIGR02252:17761:18367:+	185	62.0	62.902640264	7.42501078169
scaffold41697_9_TIGR02621:805:1162:-	80	15.0	15.1904761905	4.44545139987
scaffold57395_3_TIGR03906:848:2015:+	578	29.0	32.9545844045	15.4804958685
scaffold52405_11_TIGR01800:27046:28270:+	693	47.0	46.6217320261	7.23428327593
scaffold2774_8_TIGR03992:2071:2902:+	152	15.0	14.8567990373	2.80234539157
scaffold18481_3_TIGR02195:284:812:+	59	9.0	8.2196969697	2.89150897467
scaffold2280_5_TIGR00880:136:466:-	122	26.0	26.0515151515	5.65528024717
scaffold28571_6_TIGR02214:2153:3752:+	288	14.0	14.7442151345	4.0093998364
scaffold14075_1_TIGR03906:1022:2018:+	481	34.5	35.0883534137	11.3628642355
scaffold14075_2_TIGR03906:5:380:+	202	38.0	39.3253333333	8.04161001016
