scaffold30890_1_1_TIGR00880:30:384:-	342	77.5	80.5593220339	20.0641101172
scaffold34187_2_TIGR03992:7179:8277:+	613	46.0	46.4963570128	6.71895379493
scaffold6257_4_TIGR00005:415:898:-	117	15.0	15.1552795031	2.8471605256
C1046922_1_TIGR02712:3:1095:+	637	42.0	45.2289377289	13.7743711944
scaffold6315_5_TIGR00914:27:555:+	64	11.0	11.2954545455	1.68993740409
scaffold15556_1_TIGR02627:4:604:+	167	16.0	17.8433333333	6.63240445758
scaffold14668_3_TIGR03131:150:663:+	380	29.0	40.4678362573	24.6839562963
scaffold8474_2_TIGR00880:770:1184:+	287	42.0	41.5966183575	5.21462901022
scaffold2397_5_TIGR00914:2672:4331:-	712	30.0	29.7751657625	7.33431154756
scaffold27933_1_TIGR00914:3:1458:-	2088	124.0	125.127147766	17.5875127066
scaffold11963_4_TIGR01316:4811:5132:-	172	28.0	31.0498442368	8.93437522849
scaffold1010_20_TIGR00880:2815:2998:-	61	17.0	16.4808743169	4.25658157061
scaffold5965_1_TIGR00914:1934:3056:-	828	74.0	74.2727272727	7.65549128083
scaffold8599_1_TIGR00914:9516:10068:+	463	41.0	45.0996376812	15.8084961522
scaffold510_3_1_TIGR00005:1515:2409:+	362	19.0	23.0548098434	12.9351468861
scaffold21966_3_TIGR02712:127:424:+	77	14.0	14.468013468	4.56894292895
scaffold13717_1_TIGR02195:2838:3363:+	421	45.0	48.5066666667	15.3396608062
scaffold3052_13_TIGR00914:8480:9611:-	485	18.0	25.2519893899	19.1823393353
scaffold29174_2_TIGR02214:8:1157:+	259	15.0	15.7197563098	5.5596896755
scaffold7062_5_TIGR00092:2:518:-	210	14.0	18.2965116279	13.5710614456
scaffold729_7_TIGR02712:32014:32926:-	391	29.0	28.6798245614	4.41792957432
scaffold729_7_TIGR03131:2165:3050:-	333	22.0	23.1649717514	5.30940048158
scaffold148_19_TIGR02214:2488:2944:-	349	51.0	50.9649122807	5.95661187189
scaffold148_14_TIGR02195:1132:1975:-	504	40.0	40.3357058126	7.00719806621
scaffold148_11_TIGR03992:917:1694:-	474	39.0	39.8918918919	8.45846228308
scaffold15496_4_TIGR00087:3:312:-	43	8.0	8.97087378641	2.8731194013
scaffold32973_1_TIGR02712:3:747:+	1519	127.0	126.502688172	43.42751337
scaffold13192_4_1_TIGR00741:298:589:+	55	7.0	8.29896907216	3.31143478144
scaffold4932_1_TIGR02214:2992:4147:+	1128	62.0	65.4614718615	17.6761397986
scaffold22981_3_TIGR00152:221:584:-	35	6.0	6.22038567493	1.93586502757
scaffold4935_1_TIGR00914:46:799:+	141	12.0	11.9774236388	2.86773881288
scaffold7831_5_TIGR00090:698:941:-	84	16.0	19.0617283951	8.61954761736
scaffold548_6_TIGR00914:4:511:+	218	25.0	26.8481262327	15.1390208438
C1014166_1_TIGR00914:2:608:-	935	107.0	106.089108911	12.453689005
scaffold18754_3_TIGR00914:1315:3019:+	769	31.0	31.5011737089	8.24784783611
scaffold31944_2_TIGR02214:1276:3043:+	1766	66.0	68.1658177702	14.3171770738
scaffold6898_24_TIGR00880:4376:4808:-	113	22.0	22.4467592593	2.7608269456
scaffold10274_1_TIGR01316:932:1271:+	370	97.0	97.5191740413	7.52863273259
scaffold6658_1_TIGR03992:155:629:-	123	14.0	14.529535865	3.25306946837
scaffold442_2_TIGR01900:654:1725:-	217	13.0	13.2521008403	2.48842939098
scaffold28284_8_TIGR00152:450:987:-	134	21.0	20.6945996276	4.32262988501
scaffold8779_4_TIGR02214:14103:14466:-	135	23.0	22.5674931129	4.33103236814
scaffold2824_3_TIGR03906:25:454:+	65	7.0	9.4358974359	6.69646380249
scaffold82_1_TIGR00092:764:1052:-	330	95.5	96.6909722222	11.1631674442
scaffold2283_2_TIGR00914:1:481:-	207	23.0	24.4458333333	13.9515972552
scaffold17736_10_TIGR03992:347:1424:-	345	21.0	21.2748375116	5.20968387065
scaffold9311_6_TIGR00914:13:1333:-	375	18.0	18.478030303	5.48795947057
scaffold9311_5_TIGR00914:1793:3044:-	463	18.0	22.3261390887	14.1606895347
scaffold26_4_TIGR02712:9245:10601:-	1263	90.0	94.034660767	18.2420098269
scaffold26_4_TIGR00698:4752:5157:+	443	102.0	100.562962963	8.279626109
scaffold5876_5_TIGR00914:8531:9110:+	449	86.0	86.6459412781	8.32649992318
scaffold17671_1_TIGR00914:83:524:-	58	9.0	9.0589569161	3.64416942445
scaffold12336_2_TIGR02214:2:557:-	48	6.0	6.34594594595	2.36017192013
scaffold32984_2_TIGR00914:2:698:-	172	17.0	16.3189655172	3.59421423142
scaffold9043_1_TIGR01020:493:814:+	126	37.0	38.7445482866	7.87896227957
scaffold24581_1_TIGR00914:3037:4936:+	1518	55.0	55.1421800948	8.59692474053
scaffold14708_1_TIGR00914:21:1089:+	1940	115.0	120.543071161	28.6698731776
scaffold3005_3_TIGR00880:469:886:+	172	26.0	25.0431654676	4.95089145416
scaffold19885_3_TIGR03906:1599:2733:+	601	30.0	33.0105820106	11.1061049443
scaffold36238_1_TIGR01800:33:1251:+	959	53.0	53.6724137931	9.32061177507
scaffold25897_1_TIGR01981:3:408:+	300	41.0	43.4024691358	21.6304196823
scaffold16551_1_TIGR03992:5584:6331:+	577	75.0	75.9397590361	7.29253796576
scaffold6273_6_TIGR00880:605:1010:+	429	86.0	90.4148148148	13.4847248846
scaffold34625_1_TIGR03992:749:1142:+	585	108.0	105.002544529	31.6839914088
scaffold16498_3_TIGR03992:214:652:-	88	11.0	12.4292237443	4.2831585708
scaffold7009_2_TIGR00092:263:677:+	135	22.0	21.7874396135	5.62544570129
scaffold54_1_TIGR00914:3750:6852:+	1852	34.0	38.8165699549	16.5608954662
scaffold159_13_TIGR01316:3:477:-	215	27.0	28.8607594937	8.24119657223
scaffold159_12_TIGR01316:3862:4678:-	306	56.0	55.6666666667	6.30275124074
scaffold520_21_TIGR02214:1581:2829:-	536	34.0	34.0072115385	5.61455119962
scaffold526_3_TIGR02627:2770:3046:-	188	38.0	39.1594202899	6.53779023166
scaffold22934_2_TIGR00914:150:873:+	220	14.0	17.8019390582	8.80338304442
scaffold8955_3_TIGR01962:10971:11205:-	272	54.0	60.047008547	10.6302428806
scaffold8955_3_TIGR01957:12635:13067:-	560	65.0	74.0555555556	26.4270776307
scaffold591_2_TIGR00090:437:737:+	93	15.0	16.2566666667	5.1059562169
scaffold591_5_TIGR00087:985:1372:-	84	14.0	13.6098191214	2.76284067542
scaffold632_18_TIGR00090:1312:1450:+	29	13.5	12.5144927536	3.00539492509
scaffold632_16_TIGR00092:259:706:+	70	9.0	9.76957494407	2.66859531175
scaffold5434_6_TIGR00342:487:709:-	38	10.0	9.92792792793	3.03496652908
scaffold251_1_TIGR02252:1482:2079:+	364	35.0	34.4137353434	10.1798572231
scaffold33252_1_TIGR03906:5214:5598:-	94	14.0	15.0651041667	3.27767559115
scaffold30391_2_TIGR00092:170:377:+	61	13.0	13.1449275362	2.66635158819
scaffold12804_1_TIGR00092:367:886:+	111	14.0	13.6853281853	4.49274586782
scaffold3598_24_TIGR02214:9342:9702:+	88	16.0	16.0194444444	4.42808708665
scaffold507_6_TIGR03992:13613:14348:+	284	41.0	40.3782312925	4.31716266433
scaffold507_7_TIGR02712:3:1173:-	471	26.0	26.7521367521	8.73680297383
scaffold9333_1_TIGR00880:7193:7598:+	270	42.0	42.0345679012	8.09961377671
scaffold30796_1_TIGR02712:5204:6191:+	614	70.0	75.1803444782	13.563012859
scaffold27611_1_TIGR03992:7171:7732:-	222	25.0	24.6506238859	6.82549512828
scaffold33934_2_TIGR00914:3:606:+	321	20.0	32.5986733002	27.1747272765
scaffold33934_1_TIGR00914:14:1214:+	712	35.0	39.455	18.6627429656
scaffold22365_1_TIGR00880:81:495:-	445	93.0	90.7922705314	9.16806778036
scaffold117_1_TIGR01020:198:660:-	1339	198.0	194.755411255	35.7613954675
scaffold55_8_TIGR02712:5401:5728:+	489	42.0	62.7645259939	53.79525315
scaffold55_5_TIGR03906:15369:16485:+	632	37.0	38.3888888889	9.24396646304
scaffold717_5_TIGR02214:152:2090:+	1113	44.0	44.3204334365	6.17503591429
scaffold30921_3_TIGR02712:2976:3294:-	154	29.0	27.9905660377	4.85415328169
scaffold22261_3_TIGR00914:4289:5297:-	227	15.0	15.0277777778	3.22859591303
scaffold9877_2_TIGR02214:41234:43016:+	935	35.0	36.2665544332	11.6856600239
scaffold2451_11_TIGR00698:1494:2127:-	224	24.0	24.4044233807	5.80821279603
scaffold13734_2_TIGR02252:4146:4743:+	415	67.0	68.1273031826	12.0651723367
scaffold10632_16_TIGR01957:33442:33874:-	318	42.0	52.2569444444	25.211442837
scaffold10632_16_TIGR01962:31798:32032:-	192	48.0	47.2393162393	12.797001233
scaffold10632_14_TIGR00090:7610:7868:-	163	40.0	38.980620155	6.81053194338
scaffold10632_14_TIGR00087:1834:2539:+	392	35.0	35.7716312057	7.67497846917
scaffold382_1_TIGR00092:37025:37304:+	159	49.0	48.9749103943	6.24781664308
scaffold382_1_TIGR00880:20227:20566:-	243	60.0	58.7492625369	6.54588688791
scaffold382_6_TIGR00914:1654:4732:-	1521	32.0	33.9444444444	9.20648802217
scaffold11556_4_TIGR03131:2:509:-	568	48.0	66.7179487179	38.1206086271
scaffold11556_3_TIGR03131:2295:2613:-	188	31.0	41.3490566038	25.6549586167
scaffold3874_6_1_TIGR02712:1430:1838:-	134	18.0	20.4289215686	9.39100773549
scaffold2190_6_TIGR03992:3819:4467:+	173	18.0	17.5077160494	2.53614653126
scaffold47_1_TIGR00092:534:918:+	341	55.5	54.3463541667	9.43024485143
scaffold4798_4_2_TIGR02214:503:1067:+	107	12.0	12.4663120567	2.47410702032
scaffold5941_7_TIGR00880:401:740:-	53	9.0	10.0265486726	2.33023038219
